id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
46.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,plastic,1.5lt,3.21,5630.0
47.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,can,330ml,0.9,5891.0
48.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,glass,500ml,1.13,12339.0
49.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,plastic,1.5lt,2.46,9720.0
50.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,can,330ml,0.71,12035.0
51.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,glass,500ml,0.83,17298.0
52.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,plastic,1.5lt,1.83,10483.0
53.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,can,330ml,0.53,16545.0
54.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,glass,500ml,0.38,35931.0
55.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,plastic,1.5lt,1.16,14480.0
56.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,can,330ml,0.33,21997.0
57.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass,500ml,1.38,7495.0
58.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,1.06,14887.0
59.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic,1.5lt,2.83,9126.0
60.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.59,17878.0
61.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.66,24301.0
62.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.57,16161.0
63.0,2012-01-31,Larisa,39.63689,,137540.0,shop_5,orange-power,can,330ml,0.34,39554.0
64.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.59,27498.0
65.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,0.84,26495.0
66.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.27,41445.0
67.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,0.91,13940.0
68.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can,330ml,0.55,16123.0
69.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,plastic,1.5lt,1.99,8868.0
70.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,can,330ml,0.33,19886.0
71.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.46,19572.0
72.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,1.73,12100.0
73.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,glass,500ml,1.57,5089.0
74.0,2012-01-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.05,20401.0
75.0,2012-01-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can,330ml,0.4,16367.0
76.0,2012-01-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,plastic,1.5lt,1.27,25347.0
77.0,2012-01-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,2.61,15126.0
78.0,2012-01-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,0.86,26717.0
79.0,2012-01-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.71,42833.0
80.0,2012-01-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.39,11406.0
81.0,2012-01-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.62,38696.0
82.0,2012-01-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.56,39056.0
83.0,2012-01-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.55,12229.0
84.0,2012-01-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.68,13970.0
85.0,2012-01-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,3.03,5330.0
86.0,2012-01-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic,1.5lt,0.85,26884.0
87.0,2012-01-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,1.47,15702.0
88.0,2012-01-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,glass,500ml,0.87,14309.0
89.0,2012-01-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,can,330ml,0.64,21095.0
90.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass,500ml,0.96,10799.0
91.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic,1.5lt,2.9,7114.0
92.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.82,8616.0
93.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,can,330ml,0.39,29463.0
94.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass,500ml,0.87,16695.0
95.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,2.51,5777.0
96.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass,500ml,0.73,11362.0
97.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic,1.5lt,1.35,7946.0
98.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can,330ml,0.23,41963.0
99.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,glass,500ml,0.7,17446.0
100.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic,1.5lt,2.16,7515.0
101.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.56,16815.0
102.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,glass,500ml,1.25,10413.0
103.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,plastic,1.5lt,2.34,9527.0
104.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,can,330ml,0.89,7156.0
105.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,glass,500ml,1.02,15140.0
106.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,1.61,12356.0
107.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.51,24366.0
108.0,2012-02-29,Irakleion,35.32787,,134219.0,shop_2,orange-power,plastic,1.5lt,1.96,13305.0
109.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,can,330ml,0.44,33120.0
110.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,glass,500ml,0.59,27468.0
111.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,0.71,18764.0
112.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,plastic,1.5lt,1.67,10790.0
113.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.67,11939.0
114.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,glass,500ml,1.3,14558.0
115.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,can,330ml,0.74,13663.0
116.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,plastic,1.5lt,3.63,6510.0
117.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,can,330ml,0.72,23189.0
118.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.8,33467.0
119.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,plastic,1.5lt,1.23,31679.0
120.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,can,330ml,0.18,65860.0
121.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.6,46017.0
122.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,can,330ml,0.28,60087.0
123.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,0.84,24260.0
124.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.68,16902.0
125.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.46,25713.0
126.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.44,8015.0
127.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,2.51,9418.0
128.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.59,15152.0
129.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.19,11993.0
130.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,plastic,1.5lt,3.15,9196.0
131.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.82,13290.0
132.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.91,20486.0
133.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,can,330ml,0.39,33083.0
134.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.61,26542.0
135.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,can,330ml,0.28,41854.0
136.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,glass,500ml,0.94,18081.0
137.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.36,8674.0
138.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.63,14972.0
139.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,glass,500ml,1.13,8191.0
140.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,plastic,1.5lt,2.89,4359.0
141.0,2012-02-29,Athens,,,672130.0,shop_3,orange-power,glass,500ml,0.77,16804.0
142.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,plastic,1.5lt,2.3,6134.0
143.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,plastic,1.5lt,0.98,14749.0
144.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,can,330ml,0.23,31283.0
145.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,glass,500ml,0.74,10913.0
146.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,plastic,1.5lt,1.37,10071.0
147.0,2012-02-29,Athens,,,672130.0,shop_3,lemon-boost,can,330ml,0.62,8824.0
148.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,2.39,8347.0
149.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,1.33,8701.0
150.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic,1.5lt,2.67,9505.0
151.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.88,8850.0
152.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.92,11940.0
153.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.62,11135.0
154.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can,330ml,0.44,21358.0
155.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.52,24485.0
156.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,1.0,13945.0
157.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.38,18011.0
158.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,0.65,14859.0
159.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,2.25,8889.0
160.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,plastic,1.5lt,3.17,9343.0
161.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.67,8954.0
162.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass,500ml,1.46,6972.0
163.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can,330ml,0.54,11835.0
164.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,glass,500ml,0.48,24822.0
165.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,can,330ml,0.67,17989.0
166.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,can,330ml,0.22,47555.0
167.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,plastic,1.5lt,0.55,39745.0
168.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can,330ml,0.36,30933.0
169.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.38,38461.0
170.0,2012-02-29,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,plastic,1.5lt,2.03,14801.0
171.0,2012-02-29,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.84,6111.0
172.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,glass,500ml,1.29,6763.0
173.0,2012-02-29,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,glass,500ml,1.3,8324.0
174.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,plastic,1.5lt,3.23,6687.0
175.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,can,330ml,0.39,21239.0
176.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,can,330ml,0.37,22035.0
177.0,2012-02-29,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,can,330ml,0.74,8187.0
178.0,2012-02-29,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,1.12,21164.0
179.0,2012-02-29,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,glass,500ml,1.29,14052.0
180.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass,500ml,1.33,12248.0
181.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic,1.5lt,2.87,10955.0
182.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.89,9656.0
183.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.65,14881.0
184.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,1.58,25940.0
185.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can,330ml,0.26,59678.0
186.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass,500ml,0.65,30816.0
187.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic,1.5lt,1.81,14927.0
188.0,2012-03-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.59,18032.0
189.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,glass,500ml,1.18,14321.0
190.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,plastic,1.5lt,2.72,11422.0
191.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,can,330ml,0.65,20461.0
192.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,glass,500ml,1.32,14333.0
193.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,2.73,15019.0
194.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.79,37443.0
195.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,plastic,1.5lt,1.43,28770.0
196.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,can,330ml,0.5,37527.0
197.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,glass,500ml,0.59,45858.0
198.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,0.97,30527.0
199.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,can,330ml,0.27,65904.0
200.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,0.8,24792.0
201.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,plastic,1.5lt,2.85,7657.0
202.0,2012-03-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.39,34868.0
203.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,glass,500ml,1.52,13455.0
204.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,plastic,1.5lt,2.54,15703.0
205.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,can,330ml,0.9,15900.0
206.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,glass,500ml,1.41,20640.0
207.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,plastic,1.5lt,2.47,21964.0
208.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,can,330ml,0.73,31895.0
209.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.73,44807.0
210.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,plastic,1.5lt,1.84,30099.0
211.0,2012-03-31,Patra,,21.73444,164250.0,shop_6,orange-power,can,330ml,0.43,58697.0
212.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.63,47949.0
213.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,can,330ml,0.27,83074.0
214.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.77,24045.0
215.0,2012-03-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.67,21266.0
216.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.6,9557.0
217.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,3.46,8949.0
218.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.79,16093.0
219.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.06,29188.0
220.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.72,22784.0
221.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.7,54080.0
222.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,can,330ml,0.3,61832.0
223.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.53,59663.0
224.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.6,50316.0
225.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,can,330ml,0.29,61129.0
226.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.34,13874.0
227.0,2012-03-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.51,24110.0
228.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,glass,500ml,1.24,10319.0
229.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,plastic,1.5lt,3.67,5045.0
230.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,can,330ml,0.8,10386.0
231.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,plastic,1.5lt,0.85,19424.0
232.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,glass,500ml,0.57,33568.0
233.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,plastic,1.5lt,1.3,21788.0
234.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,glass,500ml,0.61,27346.0
235.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,plastic,1.5lt,0.45,33115.0
236.0,2012-03-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,can,330ml,0.29,38321.0
